ID,ADMINIST,CODIGO_PEAJE,DEPARTAMENTO,NOMBRE_PEAJE,VEH_LIGEROS_TAR_DIF,VEH_LIGEROS_AUTOMOVILES,VEH_PESADOS_TAR_DIF,VEH_PESADOS__2E,VEH_PESADOS_3E,VEH_PESADOS_4E,VEH_PESADOS_5E,VEH_PESADOS_6E,VEH_PESADOS_7E,VEH_LIGEROS_TOTAL,VEH_LIGEROS_IMD,VEH_PESADOS_TOTAL,VEH_PESADOS_IMD,VEH_TOTAL,VEH_IMD,ANIO,MES,PERIODO
2574,Concesionado,21PE3SCRO1,Puno,Caracoto,40198,91166.0,12516,17704.0,6499.0,783.0,1956.0,6076.0,67.0,131364,4378.8,45601,1520.0,176965,5898.8,2016,11,201611
2575,Concesionado,12PE3NCRA1,Junín,Casaracra-Concesión,60,54360.0,0,16029.0,19334.0,4225.0,3361.0,24816.0,236.0,54420,1814.0,68001,2266.7,122421,4080.7,2016,11,201611
2576,Concesionado,08PE3SCSC1,Cusco,Ccasacancha (Huillque),0,33265.0,0,6197.0,4981.0,422.0,734.0,4520.0,77.0,33265,1108.8,16931,564.4,50196,1673.2,2016,11,201611
2577,Concesionado,13PE1NCMA1,La Libertad,Chicama,7906,64123.0,3503,14761.0,14596.0,3233.0,3444.0,19074.0,154.0,72029,2401.0,58765,1958.8,130794,4359.8,2016,11,201611
2578,Concesionado,15PE1SCLA1,Lima,Chilca,0,167591.0,0,27120.0,23411.0,3523.0,6603.0,28282.0,550.0,167591,5586.4,89489,2983.0,257080,8569.3,2016,11,201611
2579,Concesionado,20PE1NJCLS1,Piura,Chulucanas,0,47390.0,4314,11761.0,3675.0,450.0,640.0,7515.0,30.0,47390,1579.7,28385,946.2,75775,2525.8,2016,11,201611
2580,Concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,10081,7847.0,0,2656.0,2723.0,388.0,260.0,6765.0,56.0,17928,597.6,12848,428.3,30776,1025.9,2016,11,201611
2581,Concesionado,15PE22CCA1,Lima,Corcona-Concesión,6881,91390.0,486,22366.0,28701.0,6465.0,4499.0,38596.0,379.0,98271,3275.7,101492,3383.1,199763,6658.8,2016,11,201611
2582,Concesionado,20PE1NCBA1,Piura,Cruce Bayóvar,0,10103.0,0,3354.0,7203.0,2037.0,1851.0,10544.0,225.0,10103,336.8,25214,840.5,35317,1177.2,2016,11,201611
2583,Concesionado,14PE04BOLS1,Lambayeque,Desvío Olmos,234,13072.0,0,5854.0,7346.0,2639.0,797.0,6839.0,34.0,13306,443.5,23509,783.6,36815,1227.2,2016,11,201611
2584,Concesionado,04PE1SEFS1,Arequipa,El Fiscal,0,9072.0,0,1164.0,2159.0,288.0,1447.0,3813.0,108.0,9072,302.4,8979,299.3,18051,601.7,2016,11,201611
2585,Concesionado,15PE1NEPS1,Lima,El Paraíso,0,124024.0,0,40186.0,38859.0,10699.0,9300.0,52745.0,313.0,124024,4134.1,152102,5070.1,276126,9204.2,2016,11,201611
2586,Concesionado,15PE1NFZA1,Lima,Fortaleza,0,43268.0,0,13899.0,27864.0,8080.0,6358.0,36958.0,214.0,43268,1442.3,93373,3112.4,136641,4554.7,2016,11,201611
2587,Concesionado,02PE1NHUY1,Áncash,Huarmey,0,37777.0,0,12393.0,27064.0,8047.0,6153.0,36202.0,216.0,37777,1259.2,90075,3002.5,127852,4261.7,2016,11,201611
2588,Concesionado,11PE1SICA1,Ica,Ica,0,49636.0,0,14662.0,16453.0,2133.0,4701.0,17581.0,232.0,49636,1654.5,55762,1858.7,105398,3513.3,2016,11,201611
2589,Concesionado,18PE36ILO1,Moquegua,Ilo,0,29069.0,0,3425.0,878.0,156.0,1790.0,1811.0,91.0,29069,969.0,8151,271.7,37220,1240.7,2016,11,201611
2590,Concesionado,11PE1SJAY1,Ica,Jahuay Chincha,0,64653.0,0,17097.0,20616.0,3060.0,5932.0,25101.0,254.0,64653,2155.1,72060,2402.0,136713,4557.1,2016,11,201611
2591,Concesionado,20PE02ALLA1,Piura,Loma Larga Baja,0,6699.0,0,3376.0,449.0,21.0,10.0,96.0,0.0,6699,223.3,3952,131.7,10651,355.0,2016,11,201611
2592,Concesionado,21PE34BMNI1,Puno,Macusani,3833,2771.0,67,744.0,767.0,148.0,319.0,1965.0,15.0,6604,220.1,4025,134.2,10629,354.3,2016,11,201611
2593,Concesionado,11PE30MNA1,Ica,Marcona,0,20432.0,0,3927.0,1382.0,99.0,174.0,991.0,41.0,20432,681.1,6614,220.5,27046,901.5,2016,11,201611
2594,Concesionado,04PE34MRI1,Arequipa,Matarani Concesión,0,24716.0,0,6242.0,1162.0,629.0,2192.0,27148.0,94.0,24716,823.9,37467,1248.9,62183,2072.8,2016,11,201611
2595,Concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),6964,31310.0,1088,9635.0,4985.0,375.0,107.0,892.0,13.0,38274,1275.8,17095,569.8,55369,1845.6,2016,11,201611
2596,Concesionado,14PE1NJMOC1,Lambayeque,Mocce,41063,42021.0,0,8235.0,5091.0,1484.0,520.0,4489.0,14.0,83084,2769.5,19833,661.1,102917,3430.6,2016,11,201611
2597,Concesionado,18PE1SMTV1,Moquegua,Montalvo,0,11761.0,0,1308.0,2703.0,288.0,1439.0,3805.0,101.0,11761,392.0,9644,321.5,21405,713.5,2016,11,201611
2598,Concesionado,14PE1NMRE1,Lambayeque,Mórrope,0,17129.0,0,4321.0,7576.0,2063.0,1921.0,9820.0,86.0,17129,571.0,25787,859.6,42916,1430.5,2016,11,201611
2599,Concesionado,22PE5NMYB1,San Martín,Moyobamba,2837,34435.0,0,3863.0,3016.0,724.0,446.0,4767.0,25.0,37272,1242.4,12841,428.0,50113,1670.4,2016,11,201611
2600,Concesionado,13PE1NPGA1,La Libertad,Pacanguilla,0,32243.0,0,8501.0,12253.0,2909.0,2599.0,13355.0,109.0,32243,1074.8,39726,1324.2,71969,2399.0,2016,11,201611
2601,Concesionado,20PE02PAI1,Piura,Paita,0,45550.0,9158,6587.0,3389.0,669.0,1606.0,11878.0,412.0,45550,1518.3,33699,1123.3,79249,2641.6,2016,11,201611
2602,Concesionado,18PE36APCL1,Moquegua,Pampa Cuéllar,0,11557.0,0,2674.0,1814.0,563.0,3481.0,2837.0,48.0,11557,385.2,11417,380.6,22974,765.8,2016,11,201611
2603,Concesionado,05PE30APGR1,Ayacucho,Pampa Galera,0,6470.0,0,2375.0,4157.0,344.0,837.0,4839.0,94.0,6470,215.7,12646,421.5,19116,637.2,2016,11,201611
2604,Concesionado,03PE30APPR1,Apurímac,Pampamarca (Chalhuanca),0,3522.0,0,1532.0,3537.0,375.0,779.0,4326.0,59.0,3522,117.4,10608,353.6,14130,471.0,2016,11,201611
2605,Concesionado,04PE34APTI1,Arequipa,Patahuasi,0,38929.0,0,24302.0,7651.0,2451.0,2757.0,36732.0,296.0,38929,1297.6,74189,2473.0,113118,3770.6,2016,11,201611
2606,Concesionado,01PE08CPRS1,Amazonas,Pedro Ruiz,0,9003.0,0,1992.0,1815.0,533.0,180.0,2105.0,7.0,9003,300.1,6632,221.1,15635,521.2,2016,11,201611
2607,Concesionado,03PE30APRH1,Apurímac,Pichirhua (Casinchihua),0,17091.0,0,2729.0,3704.0,352.0,770.0,4256.0,57.0,17091,569.7,11868,395.6,28959,965.3,2016,11,201611
2608,Concesionado,20PE1NPSA1,Piura,Piura Sullana,0,142312.0,9772,27285.0,14112.0,3600.0,2371.0,15178.0,80.0,142312,4743.7,72398,2413.3,214710,7157.0,2016,11,201611
2609,Concesionado,17PE30CPNN1,Madre de Dios,Planchón,0,19620.0,0,1418.0,1026.0,100.0,407.0,1889.0,10.0,19620,654.0,4850,161.7,24470,815.7,2016,11,201611
2610,Concesionado,06PE3NPPU1,Cajamarca,Pomahuaca (Pucará),30,11924.0,25,4947.0,7262.0,2622.0,798.0,6823.0,36.0,11954,398.5,22513,750.4,34467,1148.9,2016,11,201611
2611,Concesionado,22PE5NBPGO1,San Martín,Pongo,0,23232.0,0,1961.0,1381.0,302.0,193.0,2014.0,25.0,23232,774.4,5876,195.9,29108,970.3,2016,11,201611
2612,Concesionado,12PE3SQLA1,Junín,Quiulla-Concesión,0,65284.0,0,8670.0,11744.0,2274.0,1225.0,11618.0,84.0,65284,2176.1,35615,1187.2,100899,3363.3,2016,11,201611
2613,Concesionado,21PE34BSAN1,Puno,San Antón,6502,15868.0,1373,3282.0,1089.0,220.0,392.0,2759.0,23.0,22370,745.7,9138,304.6,31508,1050.3,2016,11,201611
2614,Concesionado,21PE34BSGB1,Puno,San Gabán,1244,4875.0,0,1123.0,1099.0,160.0,334.0,1961.0,18.0,6119,204.0,4695,156.5,10814,360.5,2016,11,201611
2615,Concesionado,17PE30CSLZ1,Madre de Dios,San Lorenzo,0,6584.0,0,631.0,882.0,16.0,384.0,732.0,12.0,6584,219.5,2657,88.6,9241,308.0,2016,11,201611
2616,Concesionado,21PE34ASLA1,Puno,Santa Lucía,156,21811.0,0,13066.0,6501.0,2223.0,2236.0,19445.0,104.0,21967,732.2,43575,1452.5,65542,2184.7,2016,11,201611
2617,Concesionado,15PE1NASPY1,Lima,Serpentín de Pasamayo,0,1500.0,0,54587.0,39790.0,13009.0,11802.0,63314.0,366.0,1500,50.0,182868,6095.6,184368,6145.6,2016,11,201611
2618,Concesionado,23PE1STMS1,Tacna,Tomasiri,0,20346.0,0,1654.0,2580.0,488.0,377.0,2174.0,32.0,20346,678.2,7305,243.5,27651,921.7,2016,11,201611
2619,Concesionado,04PE34AVYO1,Arequipa,Uchumayo-Concesión,0,82938.0,0,42712.0,13108.0,3545.0,7503.0,42335.0,454.0,82938,2764.6,109657,3655.2,192595,6419.8,2016,11,201611
2620,Concesionado,17PE30CUPO1,Madre de Dios,Unión Progreso,0,27744.0,0,1853.0,2252.0,470.0,634.0,2736.0,15.0,27744,924.8,7960,265.3,35704,1190.1,2016,11,201611
2621,Concesionado,01PE5NUTB1,Amazonas,Utcubamba (Bagua),0,20038.0,0,3138.0,2803.0,1008.0,279.0,2592.0,17.0,20038,667.9,9837,327.9,29875,995.8,2016,11,201611
2622,Concesionado,15PE1NVPY1,Lima,Variante de Pasamayo,0,252379.0,0,7977.0,6506.0,461.0,15.0,127.0,0.0,252379,8412.6,15086,502.9,267465,8915.5,2016,11,201611
2623,Concesionado,02PE1NVSQ1,Áncash,Vesique (Km402+760),32820,84153.0,11087,18753.0,29538.0,8273.0,6457.0,38022.0,269.0,116973,3899.1,112399,3746.6,229372,7645.7,2016,11,201611
2624,Concesionado,13PE1NVIR1,La Libertad,Virú,0,97872.0,12455,28820.0,29061.0,8529.0,7022.0,34010.0,203.0,97872,3262.4,120100,4003.3,217972,7265.7,2016,11,201611
2625,No concesionado,08PE3SACS1,Cusco,Aguas Calientes,0,13754.0,0,6724.0,3365.0,978.0,409.0,5534.0,25.0,13754,458.5,17035,567.8,30789,1026.3,2016,11,201611
2626,No concesionado,10PE3NABO1,Huánuco,Ambo,7708,40216.0,846,8508.0,9206.0,2992.0,2216.0,12486.0,113.0,47924,1597.5,36367,1212.2,84291,2809.7,2016,11,201611
2627,No concesionado,04PE1SATI1,Arequipa,Atico,0,11606.0,0,4769.0,8831.0,2927.0,6181.0,19840.0,450.0,11606,386.9,42998,1433.3,54604,1820.1,2016,11,201611
2628,No concesionado,21PE3SAYV1,Puno,Ayaviri,2416,22482.0,277,8753.0,3968.0,1401.0,362.0,5075.0,23.0,24898,829.9,19859,662.0,44757,1491.9,2016,11,201611
2629,No concesionado,24PE1NCCS1,Tumbes,Cancas,0,31940.0,0,7442.0,4153.0,1509.0,680.0,3671.0,24.0,31940,1064.7,17479,582.6,49419,1647.3,2016,11,201611
2630,No concesionado,02PE3NCTC1,Áncash,Cátac,552,18976.0,0,5166.0,5949.0,990.0,283.0,3882.0,19.0,19528,650.9,16289,543.0,35817,1193.9,2016,11,201611
2631,No concesionado,12PE3SHUO1,Junín,Chacapampa,4420,33827.0,19,8830.0,2810.0,314.0,263.0,2336.0,23.0,38247,1274.9,14595,486.5,52842,1761.4,2016,11,201611
2632,No concesionado,12PE22BCHO1,Junín,Chalhuapuquio (El Pedregal),2458,39860.0,65,15268.0,8815.0,1191.0,287.0,2838.0,20.0,42318,1410.6,28484,949.5,70802,2360.1,2016,11,201611
2633,No concesionado,14PE06ACUC1,Lambayeque,Cuculí (Pomalca),7085,18194.0,164,8690.0,1964.0,126.0,114.0,760.0,4.0,25279,842.6,11822,394.1,37101,1236.7,2016,11,201611
2634,No concesionado,20PE1NTYL1,Piura,Desvío Talara,0,43714.0,0,15656.0,6282.0,1763.0,1432.0,11536.0,93.0,43714,1457.1,36762,1225.4,80476,2682.5,2016,11,201611
2635,No concesionado,21PE3SILV1,Puno,Ilave,20648,21444.0,860,3629.0,973.0,146.0,1196.0,2288.0,27.0,42092,1403.1,9119,304.0,51211,1707.0,2016,11,201611
2636,No concesionado,15PE24LNH1,Lima,Lunahuaná,2636,40285.0,1599,3500.0,618.0,32.0,28.0,82.0,7.0,42921,1430.7,5866,195.5,48787,1626.2,2016,11,201611
2637,No concesionado,11PE1SNZA1,Ica,Nasca,0,44063.0,0,13812.0,14389.0,2897.0,6952.0,27183.0,466.0,44063,1468.8,65699,2190.0,109762,3658.7,2016,11,201611
2638,No concesionado,11PE28APRA1,Ica,Pacra,0,17214.0,0,3220.0,5656.0,1103.0,468.0,3824.0,13.0,17214,573.8,14284,476.1,31498,1049.9,2016,11,201611
2639,No concesionado,23PE1SDPRO1,Tacna,Pozo Redondo,0,23592.0,0,3788.0,3266.0,486.0,1448.0,3890.0,35.0,23592,786.4,12913,430.4,36505,1216.8,2016,11,201611
2640,No concesionado,21PE36APDA1,Puno,Punta Perdida,0,2392.0,0,535.0,649.0,249.0,3117.0,1859.0,28.0,2392,79.7,6437,214.6,8829,294.3,2016,11,201611
2641,No concesionado,08PE28ARUM1,Ayacucho,Rumichaca,137,9239.0,31,2407.0,5530.0,1105.0,419.0,3581.0,17.0,9376,312.5,13090,436.3,22466,748.9,2016,11,201611
2642,No concesionado,08PE3SSAY1,Cusco,Saylla,0,32425.0,0,18481.0,3793.0,1115.0,408.0,6720.0,34.0,32425,1080.8,30551,1018.4,62976,2099.2,2016,11,201611
2643,No concesionado,21PE36ASIC1,Puno,Sicuyani,547,3335.0,0,725.0,908.0,248.0,3310.0,1947.0,14.0,3882,129.4,7152,238.4,11034,367.8,2016,11,201611
2644,No concesionado,05PE28ASOC1,Ayacucho,Socos,0,21455.0,0,2788.0,4900.0,955.0,373.0,3326.0,16.0,21455,715.2,12358,411.9,33813,1127.1,2016,11,201611
2645,No concesionado,20PE1NLTGD1,Piura,Tambogrande,0,53688.0,0,7758.0,1200.0,250.0,405.0,1592.0,5.0,53688,1789.6,11210,373.7,64898,2163.3,2016,11,201611
2646,No concesionado,15PE16TNA1,Lima,Tunán,0,26041.0,0,5078.0,6052.0,928.0,478.0,5931.0,77.0,26041,868.0,18544,618.1,44585,1486.2,2016,11,201611
2647,No concesionado,04PE1SYCA1,Arequipa,Yauca,25,15588.0,1,5277.0,8852.0,2628.0,6033.0,20713.0,375.0,15613,520.4,43879,1462.6,59492,1983.1,2016,11,201611
2648,Concesionado,22PE5NACS1,San Martín,Aguas Claras,2298,12346.0,0,2846.0,3123.0,889.0,293.0,4633.0,18.0,14644,472.4,11802,380.7,26446,853.1,2016,12,201612
2649,Concesionado,04PE1SCAM1,Arequipa,Camaná,0,20703.0,0,3849.0,3995.0,1425.0,2546.0,9185.0,189.0,20703,667.8,21189,683.5,41892,1351.4,2016,12,201612
2650,Concesionado,21PE3SCRO1,Puno,Caracoto,47558,112505.0,15246,19403.0,6917.0,894.0,2039.0,6075.0,63.0,160063,5163.3,50637,1633.5,210700,6796.8,2016,12,201612
2651,Concesionado,12PE3NCRA1,Junín,Casaracra-Concesión,72,61540.0,0,16962.0,19989.0,4431.0,3327.0,24660.0,190.0,61612,1987.5,69559,2243.8,131171,4231.3,2016,12,201612
2652,Concesionado,08PE3SCSC1,Cusco,Ccasacancha (Huillque),0,37559.0,0,6720.0,5247.0,489.0,818.0,4694.0,60.0,37559,1211.6,18028,581.5,55587,1793.1,2016,12,201612
2653,Concesionado,13PE1NCMA1,La Libertad,Chicama,8561,81163.0,3762,15401.0,15959.0,3468.0,3674.0,20407.0,121.0,89724,2894.3,62792,2025.5,152516,4919.9,2016,12,201612
2654,Concesionado,15PE1SCLA1,Lima,Chilca,0,233250.0,0,29780.0,24699.0,3644.0,6925.0,29308.0,464.0,233250,7524.2,94820,3058.7,328070,10582.9,2016,12,201612
2655,Concesionado,20PE1NJCLS1,Piura,Chulucanas,0,51275.0,4137,11927.0,3859.0,490.0,691.0,6967.0,24.0,51275,1654.0,28095,906.3,79370,2560.3,2016,12,201612
2656,Concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,10815,9500.0,0,2691.0,2849.0,394.0,279.0,7321.0,26.0,20315,655.3,13560,437.4,33875,1092.7,2016,12,201612
2657,Concesionado,15PE22CCA1,Lima,Corcona-Concesión,7092,103803.0,687,23730.0,29497.0,6628.0,4599.0,38676.0,294.0,110895,3577.3,104111,3358.4,215006,6935.7,2016,12,201612
2658,Concesionado,20PE1NCBA1,Piura,Cruce Bayóvar,0,14279.0,0,3196.0,8228.0,2227.0,2138.0,12671.0,271.0,14279,460.6,28731,926.8,43010,1387.4,2016,12,201612
2659,Concesionado,14PE04BOLS1,Lambayeque,Desvío Olmos,301,17222.0,0,5979.0,7972.0,2887.0,680.0,7110.0,24.0,17523,565.3,24652,795.2,42175,1360.5,2016,12,201612
2660,Concesionado,04PE1SEFS1,Arequipa,El Fiscal,0,10465.0,0,1173.0,2278.0,301.0,1574.0,3785.0,73.0,10465,337.6,9184,296.3,19649,633.8,2016,12,201612
2661,Concesionado,15PE1NEPS1,Lima,El Paraíso,0,144786.0,0,43159.0,43343.0,11575.0,10710.0,56591.0,256.0,144786,4670.5,165634,5343.0,310420,10013.5,2016,12,201612
2662,Concesionado,15PE1NFZA1,Lima,Fortaleza,0,56805.0,0,14249.0,31094.0,8992.0,7981.0,40320.0,171.0,56805,1832.4,102807,3316.4,159612,5148.8,2016,12,201612
2663,Concesionado,02PE1NHUY1,Áncash,Huarmey,0,50022.0,0,13072.0,30273.0,8808.0,7166.0,39111.0,173.0,50022,1613.6,98603,3180.7,148625,4794.4,2016,12,201612
2664,Concesionado,11PE1SICA1,Ica,Ica,0,57629.0,0,15497.0,17594.0,2258.0,5039.0,19255.0,212.0,57629,1859.0,59855,1930.8,117484,3789.8,2016,12,201612
2665,Concesionado,18PE36ILO1,Moquegua,Ilo,0,32628.0,0,3467.0,816.0,138.0,1771.0,2072.0,73.0,32628,1052.5,8337,268.9,40965,1321.5,2016,12,201612
2666,Concesionado,11PE1SJAY1,Ica,Jahuay Chincha,0,69812.0,0,17293.0,21596.0,3286.0,6161.0,26961.0,251.0,69812,2252.0,75548,2437.0,145360,4689.0,2016,12,201612
2667,Concesionado,20PE02ALLA1,Piura,Loma Larga Baja,0,6968.0,0,3382.0,360.0,10.0,3.0,37.0,2.0,6968,224.8,3794,122.4,10762,347.2,2016,12,201612
2668,Concesionado,21PE34BMNI1,Puno,Macusani,4978,3332.0,98,677.0,896.0,153.0,363.0,1862.0,5.0,8310,268.1,4054,130.8,12364,398.8,2016,12,201612
2669,Concesionado,11PE30MNA1,Ica,Marcona,0,22123.0,0,3948.0,1415.0,117.0,163.0,812.0,19.0,22123,713.6,6474,208.8,28597,922.5,2016,12,201612
2670,Concesionado,04PE34MRI1,Arequipa,Matarani Concesión,0,33914.0,0,7267.0,1327.0,668.0,2237.0,24967.0,52.0,33914,1094.0,36518,1178.0,70432,2272.0,2016,12,201612
2671,Concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),8126,38165.0,1062,10435.0,5053.0,383.0,120.0,881.0,14.0,46291,1493.3,17948,579.0,64239,2072.2,2016,12,201612
2672,Concesionado,14PE1NJMOC1,Lambayeque,Mocce,46937,47378.0,0,8513.0,5448.0,1576.0,732.0,4690.0,15.0,94315,3042.4,20974,676.6,115289,3719.0,2016,12,201612
2673,Concesionado,18PE1SMTV1,Moquegua,Montalvo,0,12979.0,0,1376.0,2724.0,299.0,1582.0,3829.0,69.0,12979,418.7,9879,318.7,22858,737.4,2016,12,201612
2674,Concesionado,14PE1NMRE1,Lambayeque,Mórrope,0,22117.0,0,4114.0,8372.0,2269.0,2222.0,10907.0,95.0,22117,713.5,27979,902.5,50096,1616.0,2016,12,201612
2675,Concesionado,22PE5NMYB1,San Martín,Moyobamba,5918,37829.0,0,3944.0,3271.0,807.0,357.0,4933.0,29.0,43747,1411.2,13341,430.4,57088,1841.5,2016,12,201612
2676,Concesionado,13PE1NPGA1,La Libertad,Pacanguilla,0,42012.0,0,8832.0,13833.0,3214.0,3001.0,14163.0,88.0,42012,1355.2,43131,1391.3,85143,2746.5,2016,12,201612
2677,Concesionado,20PE02PAI1,Piura,Paita,0,59722.0,10792,7331.0,3026.0,639.0,1541.0,12030.0,482.0,59722,1926.5,35841,1156.2,95563,3082.7,2016,12,201612
2678,Concesionado,18PE36APCL1,Moquegua,Pampa Cuéllar,0,13406.0,0,2690.0,1837.0,658.0,3293.0,2745.0,32.0,13406,432.5,11255,363.1,24661,795.5,2016,12,201612
2679,Concesionado,05PE30APGR1,Ayacucho,Pampa Galera,0,7676.0,0,2640.0,4418.0,426.0,866.0,4932.0,63.0,7676,247.6,13345,430.5,21021,678.1,2016,12,201612
2680,Concesionado,03PE30APPR1,Apurímac,Pampamarca (Chalhuanca),0,4366.0,0,1636.0,3806.0,419.0,826.0,4408.0,44.0,4366,140.8,11139,359.3,15505,500.2,2016,12,201612
2681,Concesionado,04PE34APTI1,Arequipa,Patahuasi,0,44493.0,0,25700.0,8294.0,2572.0,2868.0,36603.0,347.0,44493,1435.3,76384,2464.0,120877,3899.3,2016,12,201612
2682,Concesionado,01PE08CPRS1,Amazonas,Pedro Ruiz,0,10860.0,0,2043.0,2087.0,562.0,156.0,2229.0,21.0,10860,350.3,7098,229.0,17958,579.3,2016,12,201612
2683,Concesionado,03PE30APRH1,Apurímac,Pichirhua (Casinchihua),0,18832.0,0,3127.0,4008.0,416.0,834.0,4260.0,44.0,18832,607.5,12689,409.3,31521,1016.8,2016,12,201612
2684,Concesionado,20PE1NPSA1,Piura,Piura Sullana,0,161394.0,9563,29724.0,15594.0,3763.0,2960.0,17799.0,113.0,161394,5206.3,79516,2565.0,240910,7771.3,2016,12,201612
2685,Concesionado,17PE30CPNN1,Madre de Dios,Planchón,0,21640.0,0,1399.0,787.0,95.0,418.0,1627.0,0.0,21640,698.1,4326,139.5,25966,837.6,2016,12,201612
2686,Concesionado,06PE3NPPU1,Cajamarca,Pomahuaca (Pucará),250,15561.0,140,4864.0,7872.0,2876.0,676.0,7068.0,37.0,15811,510.0,23533,759.1,39344,1269.2,2016,12,201612
2687,Concesionado,22PE5NBPGO1,San Martín,Pongo,0,25804.0,0,2028.0,1356.0,377.0,166.0,2171.0,11.0,25804,832.4,6109,197.1,31913,1029.5,2016,12,201612
2688,Concesionado,12PE3SQLA1,Junín,Quiulla-Concesión,0,77560.0,0,9405.0,11808.0,2440.0,1260.0,11730.0,45.0,77560,2501.9,36688,1183.5,114248,3685.4,2016,12,201612
2689,Concesionado,21PE34BSAN1,Puno,San Antón,7899,19226.0,1744,3656.0,1279.0,199.0,423.0,2756.0,13.0,27125,875.0,10070,324.8,37195,1199.8,2016,12,201612
2690,Concesionado,21PE34BSGB1,Puno,San Gabán,1344,5555.0,0,1021.0,977.0,154.0,375.0,1874.0,13.0,6899,222.5,4414,142.4,11313,364.9,2016,12,201612
2691,Concesionado,17PE30CSLZ1,Madre de Dios,San Lorenzo,0,7195.0,0,741.0,337.0,11.0,353.0,530.0,0.0,7195,232.1,1972,63.6,9167,295.7,2016,12,201612
2692,Concesionado,21PE34ASLA1,Puno,Santa Lucía,129,25879.0,0,13944.0,6999.0,2198.0,2467.0,20642.0,83.0,26008,839.0,46333,1494.6,72341,2333.6,2016,12,201612
2693,Concesionado,15PE1NASPY1,Lima,Serpentín de Pasamayo,0,1561.0,0,56868.0,42584.0,12661.0,13127.0,67572.0,311.0,1561,50.4,193123,6229.8,194684,6280.1,2016,12,201612
2694,Concesionado,23PE1STMS1,Tacna,Tomasiri,0,23834.0,0,1805.0,2660.0,556.0,395.0,2151.0,10.0,23834,768.8,7577,244.4,31411,1013.3,2016,12,201612
2695,Concesionado,04PE34AVYO1,Arequipa,Uchumayo-Concesión,0,99401.0,0,46810.0,13523.0,3743.0,7928.0,41466.0,467.0,99401,3206.5,113937,3675.4,213338,6881.9,2016,12,201612
2696,Concesionado,17PE30CUPO1,Madre de Dios,Unión Progreso,0,29989.0,0,1823.0,2334.0,481.0,626.0,2699.0,2.0,29989,967.4,7965,256.9,37954,1224.3,2016,12,201612
2697,Concesionado,01PE5NUTB1,Amazonas,Utcubamba (Bagua),0,24117.0,0,3187.0,2999.0,1078.0,246.0,2849.0,22.0,24117,778.0,10381,334.9,34498,1112.8,2016,12,201612
2698,Concesionado,15PE1NVPY1,Lima,Variante de Pasamayo,0,274208.0,0,8866.0,7642.0,730.0,87.0,387.0,6.0,274208,8845.4,17718,571.5,291926,9417.0,2016,12,201612
2699,Concesionado,02PE1NVSQ1,Áncash,Vesique (Km402+760),37646,106167.0,12261,19796.0,33241.0,9002.0,7410.0,40051.0,212.0,143813,4639.1,121973,3934.6,265786,8573.7,2016,12,201612
2700,Concesionado,13PE1NVIR1,La Libertad,Virú,0,117879.0,13184,29406.0,32658.0,9407.0,7934.0,35903.0,189.0,117879,3802.5,128681,4151.0,246560,7953.5,2016,12,201612
2701,No concesionado,08PE3SACS1,Cusco,Aguas Calientes,0,15944.0,0,7067.0,3471.0,959.0,333.0,5647.0,27.0,15944,514.3,17504,564.6,33448,1079.0,2016,12,201612
2702,No concesionado,10PE3NABO1,Huánuco,Ambo,8437,47978.0,846,8996.0,9446.0,3207.0,2022.0,11964.0,108.0,56415,1819.8,36589,1180.3,93004,3000.1,2016,12,201612
2703,No concesionado,04PE1SATI1,Arequipa,Atico,0,15705.0,0,4525.0,9164.0,3000.0,6648.0,20718.0,408.0,15705,506.6,44463,1434.3,60168,1940.9,2016,12,201612
2704,No concesionado,21PE3SAYV1,Puno,Ayaviri,3122,25465.0,420,8801.0,4011.0,1575.0,454.0,5542.0,28.0,28587,922.2,20831,672.0,49418,1594.1,2016,12,201612
2705,No concesionado,24PE1NCCS1,Tumbes,Cancas,0,35685.0,0,7824.0,4396.0,1536.0,806.0,4179.0,29.0,35685,1151.1,18770,605.5,54455,1756.6,2016,12,201612
2706,No concesionado,02PE3NCTC1,Áncash,Cátac,653,21554.0,0,5711.0,6026.0,1482.0,372.0,3815.0,31.0,22207,716.4,17437,562.5,39644,1278.8,2016,12,201612
2707,No concesionado,12PE3SHUO1,Junín,Chacapampa,7827,38245.0,17,8984.0,2627.0,320.0,220.0,2077.0,14.0,46072,1486.2,14259,460.0,60331,1946.2,2016,12,201612
2708,No concesionado,12PE22BCHO1,Junín,Chalhuapuquio (El Pedregal),2279,42766.0,93,15066.0,9002.0,1146.0,256.0,2334.0,13.0,45045,1453.1,27910,900.3,72955,2353.4,2016,12,201612
2709,No concesionado,14PE06ACUC1,Lambayeque,Cuculí (Pomalca),7901,20188.0,100,8852.0,2020.0,210.0,61.0,459.0,47.0,28089,906.1,11749,379.0,39838,1285.1,2016,12,201612
2710,No concesionado,20PE1NTYL1,Piura,Desvío Talara,0,55982.0,0,16593.0,6513.0,1867.0,1584.0,12450.0,101.0,55982,1805.9,39108,1261.5,95090,3067.4,2016,12,201612
